company,total_links,active_months,max_monthly_count,avg_monthly_count,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,business_mode,nearest_company,nearest_similarity
Baltic Salmon GmbH Import,1,1,1,1.0,1,1,1.0,14685.0,0.0,normal,0.314,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-42,1.0
-24,13,7,4,1.8571,5,4,1.0,333255.0,0.0,normal,0.3136,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,Water Wonders AS Investment,0.9999
-40,1,1,1,1.0,1,1,1.0,18655.0,0.0,normal,0.3133,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-50,1.0
-50,1,1,1,1.0,1,1,1.0,18700.0,0.0,normal,0.3133,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-40,1.0
-51,1,1,1,1.0,1,1,1.0,19005.0,0.0,normal,0.3133,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-50,1.0
-14,1,1,1,1.0,1,1,1.0,9250.0,0.0,normal,0.3119,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-36,1.0
-36,1,1,1,1.0,1,1,1.0,8110.0,0.0,normal,0.3119,0,2,3,1,C2-S3,C2-S3-T1,niche_or_shell,-14,1.0
Konkan Coast  SE Marine biology,6594,33,392,199.8182,117,354,0.0018,27044185.0,0.0,normal,0.3106,0,2,0,0,C2-S0,C2-S0-T0,general_trader,Seashell s  SRL Consulting,0.986
Estrella de la Costa SRL,12184,84,318,145.0476,164,96,0.7366,371788020.0,0.0,normal,0.3069,0,5,0,1,C5-S0,C5-S0-T1,niche_or_shell,Olas del Sur Ltd,0.98
Kambala and A/S Shipping,4459,84,106,53.0833,37,158,0.0076,10650092695.0,0.0,normal,0.3046,-1,3,0,1,C3-S0,C3-S0-T1,niche_or_shell,The Salty Dog Oyj,0.9971
Sea Striders Mudflat GmbH Forwading,446,79,21,5.6456,36,57,0.0,6408562570.0,0.0,normal,0.3035,-1,4,1,0,C4-S1,C4-S1-T0,niche_or_shell,Kambala and A/S Shipping,0.9939
-32,4,4,1,1.0,4,3,0.75,57865.0,0.0,normal,0.3029,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Lake Rukwa  Ltd Logistics,0.9983
Tamil Nadu  Market Co,24354,84,820,289.9286,156,84,0.0,448906935.0,0.0,normal,0.3028,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Mar de la Aventura & Incorporated Shipping,0.9312
Mar de la Vida Krill,16952,69,694,245.6812,108,260,0.0004,207160830.0,0.0,normal,0.2994,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Fisherman's Bounty AG Solutions,0.9361
The Salty Dog Oyj,3504,84,235,41.7143,122,149,0.0029,6239755795.0,0.0,normal,0.2989,0,4,1,0,C4-S1,C4-S1-T0,niche_or_shell,Kambala and A/S Shipping,0.9971
shí rén yú Company Overseas,117,19,11,6.1579,15,4,0.9915,2322245.0,0.0,normal,0.2974,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Mar y Luna LC Transportation,0.9999
Assam  Market Cargo ship Company Marine conservation,6308,84,165,75.0952,416,475,0.4572,202949010.0,781515.0,normal,0.2973,0,5,0,0,C5-S0,C5-S0-T0,general_trader,Adriatic Tuna Seabass BV Transit,0.9695
Aqua Aura SE Marine life,11268,84,234,134.1429,746,811,0.3164,237686425.0,0.0,normal,0.2931,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Maharashtra  Ltd. Liability Co Shipping,0.9913
AtlanticAppetite Oyster  Ltd. Corporation Investment,5440,84,214,64.7619,462,365,0.5822,215103970.0,0.0,normal,0.2915,0,5,0,0,C5-S0,C5-S0-T0,general_trader,Orange River   Incorporated Shipping,0.9498
Mar y Luna LC Transportation,37,20,4,1.85,10,5,1.0,664865.0,0.0,normal,0.2912,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Nagaland Sea Catch Ltd. Liability Co,0.9999
Barco de Plata Corp,10286,84,257,122.4524,970,938,0.0521,166869400.0,375070.0,normal,0.291,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Olas del Sur Oyj,0.9962
Baltic Sprat Pic Freight ,287,24,34,11.9583,21,40,0.7247,5785815.0,0.0,normal,0.2887,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Arunachal Pradesh s AS & Son's,0.9996
Water Wonders Tidepool Ltd Holdings,19340,84,517,230.2381,694,859,0.0014,55664575.0,0.0,normal,0.2873,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Portuguese Tuna Incorporated Marine,0.9838
Nagaland Sea Catch Ltd. Liability Co,83,22,8,3.7727,7,7,0.988,2557705.0,0.0,normal,0.2842,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Mar y Luna LC Transportation,0.9999
Caracola Marina Ltd Holdings,454,31,49,14.6452,30,17,0.9295,9354500.0,0.0,normal,0.2839,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Marine Adventures Seabreeze AS Forwading,0.9997
Kerala s S.A. de C.V.,2874,84,73,34.2143,227,324,0.12,40237660.0,6776195.0,normal,0.2834,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Deep Blue ОАО Chart,0.9829
-1203,5460,44,327,124.0909,23,344,0.1088,87204365.0,0.0,normal,0.2827,0,2,0,0,C2-S0,C2-S0-T0,general_trader,Konkan Coast  SE Marine biology,0.9653
Náutica del Sol Corporation,13870,84,287,165.119,741,917,0.1814,241555910.0,0.0,normal,0.2808,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Mandalore S.A. de C.V. Logistics,0.9935
SeaBass &  SE Tanker,6901,84,243,82.1548,245,259,0.6138,220190575.0,283995.0,normal,0.2795,0,5,0,0,C5-S0,C5-S0-T0,niche_or_shell,Volga River LLC Enterprises,0.9821
Portuguese Tuna Bonito Kga Consultants,10829,84,209,128.9167,874,1012,0.0438,266795855.0,68920.0,normal,0.2794,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Vespuci Sagl Marine sanctuary,0.9981
Irish Mackerel Ltd. Liability Co Marine mist,76,25,13,3.04,19,3,1.0,1666265.0,0.0,normal,0.2786,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Saltwater Surf Club Ltd. Liability Co Transport,1.0
Mar de Cristalino Port,2060,59,899,34.9153,53,215,0.001,27568595.0,0.0,normal,0.2773,0,1,1,2,C1-S1,C1-S1-T2,niche_or_shell,-2105,0.9701
Portuguese Cuttle GmbH Freight ,2307,37,127,62.3514,355,27,0.0,186025020.0,0.0,normal,0.2766,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Norwegian Fjord  S.A. de C.V. Brothers,0.9119
Baltic Sprat Seafaring Co Holdings,1115,13,138,85.7692,5,224,0.0251,17716950.0,0.0,normal,0.2763,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,Dnipro  Investment Coral Reef,0.9868
Arunachal Pradesh s AS & Son's,34,15,7,2.2667,6,10,0.7941,353860.0,0.0,normal,0.2757,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Baltic Sprat Pic Freight ,0.9996
Orange River   Incorporated Shipping,8093,84,197,96.3452,312,428,0.6063,193506650.0,0.0,normal,0.2736,0,5,0,0,C5-S0,C5-S0-T0,general_trader,Sea Breeze Corporation Marine sanctuary,0.9718
Kong zhong diao yu  Express Charter Boat ,17065,84,927,203.1548,151,271,0.0036,1381041090.0,0.0,normal,0.2728,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Playa del Tesoro BV,0.8887
Marine Adventures Seabreeze AS Forwading,78,27,6,2.8889,6,4,1.0,1558960.0,0.0,normal,0.2701,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Caracola Marina Ltd Holdings,0.9997
Ancla del Este Merchants,12144,84,310,144.5714,552,1012,0.0443,583810175.0,0.0,normal,0.2697,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Belgian Scallop S.A. de C.V.,0.9849
Selous Game Reserve  Kga,5111,84,155,60.8452,537,830,0.0319,1794538475.0,0.0,normal,0.2651,0,4,1,1,C4-S1,C4-S1-T1,general_trader,Konkan Coast  SRL Logistics,0.9676
Kilimanjaro fishery Ltd. Corporation Carriers,6562,80,152,82.025,642,768,0.0204,265358625.0,716355.0,normal,0.2637,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Vespuci Sagl Marine sanctuary,0.9874
Caracola del Este Ltd. Liability Co,8519,84,167,101.4167,315,541,0.508,173077740.0,0.0,normal,0.2632,0,5,0,0,C5-S0,C5-S0-T0,general_trader,Lake Kivu   BV United,0.9671
Dolphin Dreams Corp Tidal,668,38,36,17.5789,20,8,0.988,14113355.0,0.0,normal,0.2617,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Kerala  Market SRL Wave,0.9999
Lake Mweru  Sp Consulting,3560,47,231,75.7447,18,676,0.0073,6699330.0,0.0,normal,0.2616,0,2,0,0,C2-S0,C2-S0-T0,general_trader,Cape of Good Hope   Corp,0.9186
Limited Liability Company GmbH,8014,84,149,95.4048,924,932,0.0183,71614995.0,0.0,normal,0.2615,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Nazhivka & A/S Transport,0.9993
Saltwater Surf Club Ltd. Liability Co Transport,77,26,8,2.9615,24,7,0.974,1793605.0,0.0,normal,0.2615,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Irish Mackerel Ltd. Liability Co Marine mist,1.0
Lake Rukwa  Ltd Logistics,57,20,14,2.85,17,14,0.6316,1100310.0,0.0,normal,0.2614,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Ola de la Costa S.p.A.,0.9985
Nile   S.A. de C.V.,23630,84,505,281.3095,310,154,0.0,571816600.0,0.0,normal,0.2611,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Ola Azul Ges.m.b.H. Services,0.9453
Manipur  Market Corporation Cargo,5431,84,126,64.6548,30,12,0.9972,100576345.0,0.0,normal,0.2602,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Balkan Cat ОАО Transport,0.9995
Shou gan  Oyj Overseas,5780,84,145,68.8095,129,19,0.8396,133835170.0,0.0,normal,0.2601,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,Playa de Arena OJSC Express,0.9969
Dubingiai Ltd. Liability Co,13484,84,465,160.5238,410,610,0.0607,1130408250.0,347150.0,normal,0.2596,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Isla del Este SE,0.9635
Playa de Arena OJSC Express,5003,84,164,59.5595,117,28,0.9902,100974245.0,0.0,normal,0.2586,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Lake Tana  & Son's,0.9985
Olas del Sur Oyj,8921,84,166,106.2024,906,909,0.0581,131269530.0,0.0,normal,0.258,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Limited Liability Company GmbH,0.9989
Kong zhong diao yu  AG Transport,14580,84,334,173.5714,175,410,0.0023,375676395.0,2058640.0,normal,0.2575,0,1,3,1,C1-S3,C1-S3-T1,general_trader,bǐ mù yú Ltd. Corporation,0.8334
Diao yu bi sai  NV,1117,20,148,55.85,20,25,0.0,56079340.0,0.0,normal,0.2574,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,Bahía del Este Oyj Transit,0.9952
Himachal Pradesh   Limited Liability Company,6721,65,240,103.4,164,213,0.0,1177324220.0,0.0,normal,0.2563,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Lake Motoso  Sagl Brothers,0.7941
Yenisei  Eel GmbH & Co. KG Services,2528,84,233,30.0952,154,76,0.9545,60137505.0,0.0,normal,0.256,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Playa de Arena OJSC Express,0.9936
Chuan gou  Ltd Marine ecology,13587,84,302,161.75,225,306,0.0,2630742195.0,0.0,normal,0.253,0,4,1,0,C4-S1,C4-S1-T0,general_trader,Lake Motoso  Sagl Brothers,0.9813
Spanish Anchovy CJSC Marine,10039,84,202,119.5119,477,748,0.0745,379352215.0,1190175.0,normal,0.2516,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Mar de la Vida Incorporated,0.9683
SilverStream CJSC Marine conservation,14074,84,294,167.5476,734,951,0.0649,229205050.0,0.0,normal,0.2511,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Mandalore S.A. de C.V. Logistics,0.9974
Ocean Explorers Seagrass Sp Logistics,3191,82,162,38.9146,91,451,0.0144,87978145.0,2627720.0,normal,0.2509,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Surf and Sand Sagl,0.9413
Lake Tana  & Son's,5595,84,131,66.6071,119,72,0.9532,99014435.0,0.0,normal,0.2507,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Playa de Arena OJSC Express,0.9985
Playa Azul S.A. de C.V.,434,40,36,10.85,17,12,0.9539,9017145.0,0.0,normal,0.2499,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Samaka Chart ОАО Delivery,0.9999
Adriatic Tuna Seabass BV Transit,7586,84,176,90.3095,436,497,0.4473,187394920.0,0.0,normal,0.2491,0,5,0,0,C5-S0,C5-S0-T0,general_trader,Assam  Market Cargo ship Company Marine conservation,0.9695
Wave Watchers Ltd. Liability Co,5148,84,181,61.2857,50,27,0.9681,85184090.0,0.0,normal,0.2489,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Michael Ltd. Corporation Seal,0.9996
Ola Azul S.A. de C.V.,5337,82,171,65.0854,2,63,0.0,2906110435.0,0.0,normal,0.2485,0,4,1,0,C4-S1,C4-S1-T0,niche_or_shell,Turkish Mussels S.A. de C.V. Transport,0.998
Kerala  Market SRL Wave,248,38,32,6.5263,23,5,1.0,5644970.0,0.0,normal,0.2468,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Playa Azul S.A. de C.V.,0.9999
Mar de Cristalino Beach,6760,84,180,80.4762,57,81,0.0071,4253048735.0,0.0,normal,0.2457,0,4,1,0,C4-S1,C4-S1-T0,niche_or_shell,Turkish Mussels S.A. de C.V. Transport,0.9951
Ancla Marina Corp Worldwide,667,66,25,10.1061,33,70,0.3853,10592690.0,1203975.0,normal,0.2441,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Zale Solutions Sea spray,0.8812
Mandalore S.A. de C.V. Logistics,12945,84,276,154.1071,623,825,0.1113,341444190.0,169055.0,normal,0.244,0,4,0,2,C4-S0,C4-S0-T2,general_trader,SilverStream CJSC Marine conservation,0.9974
OceanicOrigin Foods Co Consulting,4355,84,145,51.8452,12,23,0.9846,235515175.0,0.0,normal,0.2436,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Manipur  Market Corporation Cargo,0.9981
Italian Sword AB Seafaring,1760,68,56,25.8824,4,29,0.9881,36593165.0,0.0,normal,0.2434,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,David Limited Liability Company Worldwide,0.9994
Eudora Ltd. Liability Co Delivery,4,4,1,1.0,4,2,0.25,17635.0,0.0,normal,0.2405,0,2,1,2,C2-S1,C2-S1-T2,niche_or_shell,OceanSavor Seafoam Ltd. Liability Co Transit,0.9978
SeaSelect Foods Oyj Transport,417,56,20,7.4464,15,14,0.9832,16980285.0,0.0,normal,0.2402,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,xiǎo xiā S.p.A. Deep-sea,0.9998
Estrella del Mar Forwading,319,55,24,5.8,52,12,0.9906,21064940.0,0.0,normal,0.2397,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,xiǎo xiā S.p.A. Deep-sea,0.9992
Lake Tana  N.V. Enterprises,13428,84,238,159.8571,284,290,0.0008,1348851385.0,779135.0,normal,0.2395,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Chuan gou  Ltd Marine ecology,0.914
Rajasthan  Marine sanctuary Underwater,1456,71,70,20.507,125,43,0.976,62914400.0,0.0,normal,0.2393,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Belgian Scallop Harbor ОАО Freight ,0.9971
Tripura  Pier N.V. Solutions,4007,84,88,47.7024,149,105,0.882,85114465.0,268675.0,normal,0.2387,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,Lake Tana  & Son's,0.9954
Oceanic Oracle GmbH & Co. KG,15767,84,501,187.7024,312,1034,0.0027,260255040.0,0.0,normal,0.2386,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Line S.A. de C.V.,0.9892
Icelandic Oysters S.A. de C.V. Lighthouse,595,52,31,11.4423,40,5,0.9983,12121610.0,0.0,normal,0.2379,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Mar de la Luna S.p.A.,0.9997
Turkish Mussels S.A. de C.V. Transport,5962,82,185,72.7073,49,77,0.0,3021432985.0,0.0,normal,0.2378,0,4,1,0,C4-S1,C4-S1-T0,niche_or_shell,Ola Azul S.A. de C.V.,0.998
Ola de la Costa S.p.A.,46,24,5,1.9167,12,13,0.6522,1434285.0,0.0,normal,0.2372,0,2,3,0,C2-S3,C2-S3-T0,niche_or_shell,Lake Rukwa  Ltd Logistics,0.9985
Manipur  Market Charter Boat ,430,52,30,8.2692,16,56,0.0186,1053319850.0,0.0,normal,0.2367,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,xiǎo lóng xiā GmbH,0.894
-703,2076,38,170,54.6316,1,17,0.0014,240449695.0,0.0,normal,0.2355,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Bahía del Este Oyj Transit,0.986
SeaLion Marine AG Express,4251,84,98,50.6071,265,470,0.0797,78599365.0,3407095.0,normal,0.2347,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Senegal Coast  Dredge NV Transit,0.9528
Balkan Cat ОАО Transport,4853,84,136,57.7738,56,11,0.9957,98211360.0,0.0,normal,0.2344,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Manipur  Market Corporation Cargo,0.9995
Punjab s Marine conservation,11666,84,302,138.881,443,297,0.2501,245036855.0,229760.0,normal,0.2344,0,1,1,1,C1-S1,C1-S1-T1,general_trader,Barents Sea Cod CJSC Export,0.8565
Monarch Ltd. Liability Co Transport,19,16,2,1.1875,6,6,0.3158,363385.0,0.0,normal,0.2338,0,2,1,2,C2-S1,C2-S1-T2,niche_or_shell,Fisherman's Best Inc Marine,0.9987
Norwegian Fjord  S.A. de C.V. Brothers,1469,30,263,48.9667,84,59,0.0014,22956570.0,0.0,normal,0.2335,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Diao yu bi sai  NV,0.9919
Joseph Limited Liability Company,77,37,5,2.0811,15,5,0.987,1306875.0,0.0,normal,0.2333,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Gujarat  Limited Liability Company Merchants,1.0
David Limited Liability Company Worldwide,1797,68,82,26.4265,28,16,0.9777,37891495.0,0.0,normal,0.2329,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Italian Sword AB Seafaring,0.9994
Mar del Placer Manatee,4780,84,122,56.9048,140,182,0.8592,95851195.0,0.0,normal,0.2325,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,Rybachit Sagl and Son's,0.9971
Gujarat  Limited Liability Company Merchants,68,37,5,1.8378,11,7,0.9853,1362325.0,0.0,normal,0.2324,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Joseph Limited Liability Company,1.0
Bahía del Este Oyj Transit,2562,30,128,85.4,1,52,0.0,16119415.0,0.0,normal,0.2319,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Diao yu bi sai  NV,0.9952
Samaka Chart ОАО Delivery,326,41,29,7.9512,17,11,0.9294,6832650.0,0.0,normal,0.2314,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Playa Azul S.A. de C.V.,0.9999
Mar de la Luna S.p.A.,760,53,62,14.3396,56,24,0.9171,16455480.0,0.0,normal,0.23,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Icelandic Oysters S.A. de C.V. Lighthouse,0.9997
Andhra Pradesh   Sextant Oyj Forwading,1086,78,209,13.9231,74,14,0.9945,22974365.0,0.0,normal,0.2299,0,5,2,2,C5-S2,C5-S2-T2,niche_or_shell,Pregolya S.A. de C.V. Import,0.9986
Daniel Ferry N.V. Transit,4588,84,106,54.619,80,24,0.9922,84006335.0,0.0,normal,0.2298,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Chuan gou  N.V. Delivery,0.9995
Mar del Oeste S.p.A. United,490,64,25,7.6562,49,13,0.9939,11037265.0,0.0,normal,0.2279,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Playa del Cielo ОАО,0.9999
Dutch  Ltd. Liability Co Consultants,9062,84,237,107.881,761,945,0.0753,222772140.0,0.0,normal,0.2277,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Portuguese Tuna Bonito Kga Consultants,0.9979
Maharashtra ers Incorporated Express,15593,84,350,185.631,775,695,0.0,145534000.0,0.0,normal,0.2276,0,4,0,2,C4-S0,C4-S0-T2,general_trader,BlueWaterBites GmbH & Co. KG Export,0.9954
xiǎo xiā Oyj Marine ecology,1593,84,64,18.9643,161,46,0.9692,64567860.0,0.0,normal,0.2276,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Yu er he  Bonito,0.9981
Isla del Mar Marine Oyj Transit,12867,84,885,153.1786,64,44,0.0,132288060.0,0.0,normal,0.2271,0,1,1,2,C1-S1,C1-S1-T2,niche_or_shell,Himachal Pradesh   Plc International,0.9611
Seashore Sanctuary N.V. Consultants,132,43,12,3.0698,21,14,0.9242,2554245.0,0.0,normal,0.2271,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Samaka Chart ОАО Delivery,0.9995
Line S.A. de C.V.,11100,84,438,132.1429,333,1117,0.009,177137470.0,0.0,normal,0.2269,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Oceanic Oracle GmbH & Co. KG,0.9892
Neptune's Kingdom Sailboat LLC Cargo,59,39,3,1.5128,13,14,0.7966,398865.0,0.0,normal,0.2265,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Diao yu bi sai  Ltd. Liability Co,0.9984
Mar de la Felicidad Corporation,3213,77,138,41.7273,49,21,0.9969,74556740.0,0.0,normal,0.2264,0,5,2,2,C5-S2,C5-S2-T2,niche_or_shell,Pregolya S.A. de C.V. Import,0.9972
Diao yu bi sai  Ltd. Liability Co,65,34,5,1.9118,9,12,0.9231,1277630.0,0.0,normal,0.2254,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Marine Adventures Seabreeze AS Forwading,0.999
Mar de la Felicidad BV,341,63,14,5.4127,17,2,1.0,6204865.0,0.0,normal,0.2253,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Bahía Azul Marine sanctuary,0.9998
Náutica del Mar Barracuda,2800,74,109,37.8378,73,70,0.9379,47094660.0,0.0,normal,0.2251,0,5,2,2,C5-S2,C5-S2-T2,niche_or_shell,Mar de la Felicidad Corporation,0.9969
The Salty Dog Limited Liability Company,4053,84,101,48.25,212,93,0.884,85702760.0,0.0,normal,0.225,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,Tripura  Pier N.V. Solutions,0.9953
Pregolya S.A. de C.V. Import,2404,77,167,31.2208,111,42,0.891,54729860.0,0.0,normal,0.2249,0,5,2,2,C5-S2,C5-S2-T2,niche_or_shell,Andhra Pradesh   Sextant Oyj Forwading,0.9986
Norwegian King Crab Company,4233,76,396,55.6974,580,360,0.0,34122720.0,0.0,normal,0.2245,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Jammu Ltd. Liability Co,0.9078
Neptune's Harvest A/S Hijiki,3980,81,185,49.1358,65,59,0.9183,86625600.0,0.0,normal,0.2244,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Arena del Sol Pic,0.9985
Diao er  Inc Brackish,218,44,40,4.9545,15,8,0.7982,4703580.0,0.0,normal,0.2242,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Samaka Chart ОАО Delivery,0.9975
Spanish Shrimp A/S Marine,4046,82,140,49.3415,24,13,0.9894,77049440.0,0.0,normal,0.2228,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Mar de la Vida S.p.A.,0.9989
Lake Victoria Nile    Corporation,1567,84,47,18.6548,166,114,0.7837,30513520.0,63225.0,normal,0.2207,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,xiǎo xiā Oyj Marine ecology,0.9951
Surf and Sand Sagl,2457,84,62,29.25,162,329,0.0053,45983455.0,2833525.0,normal,0.2207,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Senegal Coast  Dredge NV Transit,0.9625
Surf's Up s Snapper,56,34,6,1.6471,15,18,0.7857,930625.0,0.0,normal,0.2207,0,5,1,0,C5-S1,C5-S1-T0,niche_or_shell,Coastal Castaway S.A. de C.V. United,0.9981
Bujagali Falls  Pic Family,8904,84,176,106.0,475,630,0.1296,697216005.0,0.0,normal,0.22,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Agua Oceanfront Limited Liability Company Transportation,0.9843
BlueWaterBites GmbH & Co. KG Export,13184,84,282,156.9524,804,688,0.0051,132051485.0,0.0,normal,0.2196,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Maharashtra ers Incorporated Express,0.9954
Michael Ltd. Corporation Seal,4251,84,170,50.6071,49,7,0.9991,65931330.0,0.0,normal,0.2195,0,5,2,1,C5-S2,C5-S2-T1,niche_or_shell,Wave Watchers Ltd. Liability Co,0.9996
Playa del Cielo ОАО,559,64,41,8.7344,42,16,0.966,11804615.0,0.0,normal,0.2189,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Mar del Oeste S.p.A. United,0.9999
OceanSavor Seafoam Ltd. Liability Co Transit,93,17,19,5.4706,6,7,0.2043,2644690.0,0.0,normal,0.2186,0,2,1,2,C2-S1,C2-S1-T2,niche_or_shell,Eudora Ltd. Liability Co Delivery,0.9978
Irish Trout NV Carriers,832,69,32,12.058,17,3,0.9952,17628840.0,0.0,normal,0.2177,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Italian Sword AB Seafaring,0.9988
Belgian Scallop Harbor ОАО Freight ,962,69,76,13.942,73,9,0.9896,21750085.0,0.0,normal,0.2174,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Baltic Catch SE Solutions,0.9989
Baltic Catch SE Solutions,2239,70,68,31.9857,61,17,0.9902,48801270.0,0.0,normal,0.2166,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Belgian Scallop Harbor ОАО Freight ,0.9989
Lake Turkana  Charter Boat  NV Marine,11790,84,290,140.3571,457,600,0.1863,393342445.0,0.0,normal,0.2163,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Mandalore S.A. de C.V. Logistics,0.9822
Bahía Azul Marine sanctuary,823,64,45,12.8594,28,15,0.9478,21414585.0,0.0,normal,0.216,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Mar de la Felicidad BV,0.9998
Ocean Quest A/S Logistics,169,41,22,4.122,26,21,0.5917,4069335.0,0.0,normal,0.2157,0,5,1,1,C5-S1,C5-S1-T1,niche_or_shell,Sudd Swamp   Marine life,0.9968
Caracola del Este Incorporated,565,54,30,10.463,31,33,0.9345,11755150.0,0.0,normal,0.2155,0,5,3,0,C5-S3,C5-S3-T0,niche_or_shell,Icelandic Oysters S.A. de C.V. Lighthouse,0.9995
Gujarat  S.A. de C.V.,6716,84,138,79.9524,779,880,0.0643,84900090.0,0.0,normal,0.2155,0,4,0,2,C4-S0,C4-S0-T2,general_trader,Nazhivka & A/S Transport,0.9969
