company,total_links,active_months,max_monthly_count,avg_monthly_count,activity_cv,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,q1_temporal_pattern,q1_pattern_risk,revival_score,dormancy_months,dormancy_weight,has_extended_months,q1_inconsistent,bridge_scope,is_relay_successor,business_mode,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,nearest_company,nearest_similarity,bridge_link_count,bridge_partner_sample,relay_predecessors,sig_iso_anomaly,sig_revival,sig_dormancy,sig_q1_inconsistent,sig_q1_risk,sig_bridge,sig_relay,sig_fish,composite_score,signal_count,confidence_tier,evidence_chain
-12,1,1,1,1.0,0.0,1,1,0.0,5225.0,0.0,short_term,3,25.8,7,1.58,1,0,425,0,short_lived,anomaly,0.5345,0,4,0,0,C4-S0,C4-S0-T0,-1,0.9993,1,Madagascar   Ltd. Corporation Express,,0.5345,0.258,0.194,0.0,1.0,0.6446,0.0,0.0,0.3717,3,MEDIUM,"IsolationForest anomaly (score=0.53) | dormant 7mo then revived (revival_score=26), Q1 pattern=short_term | business_mode=short_lived"
-10,1,1,1,1.0,0.0,1,1,0.0,2160.0,0.0,short_term,3,26.5,10,1.83,1,0,163,0,short_lived,anomaly,0.5291,0,4,0,0,C4-S0,C4-S0-T0,-1,0.9995,1,Himachal Pradesh   Limited Liability Company,,0.5291,0.265,0.232,0.0,1.0,0.543,0.0,0.0,0.3676,3,MEDIUM,"IsolationForest anomaly (score=0.53) | dormant 10mo then revived (revival_score=26), Q1 pattern=short_term | business_mode=short_lived"
Selous Game Reserve  S.A. de C.V.,64634,84,1170,769.4524,0.2047,2000,1722,0.204,5035395385.0,22884615.0,stable,0,3.0,0,1.0,0,0,208,1,diversified_broker,anomaly,0.86,-1,5,1,0,C5-S1,C5-S1-T0,Mar del Este CJSC,0.964,5,Baltic Sprat Corp Roe;Brisa del Este ОАО;The Sea Turtle Sagl Cargo ship;Costa de la Felicidad and Sagl Marine;Belgian Scallop Harbor ОАО Freight ,Konkan Coast  SE Marine biology;Orange River Mouth   &;Portuguese Cuttle GmbH Freight ,0.86,0.03,0.1824,0.0,0.0,0.5688,1.0,0.204,0.3608,3,MEDIUM,IsolationForest anomaly (score=0.86) | relay successor: inherits predecessor's trade network | fish HS code ratio=20.4%
Black Sea Tuna Snapper,26735,84,468,318.2738,0.1989,1197,1352,0.1044,405437695.0,1030260.0,stable,0,6.0,0,1.0,0,0,4259,1,general_trader,anomaly,0.7093,-1,1,1,2,C1-S1,C1-S1-T2,Kong zhong diao yu  Ges.m.b.H.,0.962,5,Fresh Limited Liability Company;Mar y Luna Ltd. Liability Co Enterprises;Coastal Cruisers Pic Shipping;xún yú S.A. de C.V.;Costa del Sol Co,Konkan Coast  SE Marine biology,0.7093,0.06,0.1824,0.0,0.0,0.8897,1.0,0.1044,0.3607,3,MEDIUM,"IsolationForest anomaly (score=0.71) | structural bridge: 4,259 nodes newly reachable via 5 new link(s) | relay successor: inherits predecessor's trade network"
-2,192,69,12,2.7826,0.8541,31,31,0.6042,3463475.0,0.0,stable,0,25.2,0,1.0,0,1,137,0,niche_or_shell,anomaly,0.3975,-1,2,2,0,C2-S2,C2-S2-T0,Belgian Cod BV Solutions,0.9776,2,Andhra Pradesh   Limited Liability Company Tilapia;Kerala  Market SRL Wave,,0.3975,0.252,0.1824,1.0,0.0,0.5246,0.0,0.6042,0.3543,4,MEDIUM,"dormant 0mo then revived (revival_score=25), Q1 pattern=stable | fish HS code ratio=60.4%"
Southeast S.A. de C.V.,182,56,15,3.25,1.0093,39,58,0.1923,2423805.0,0.0,stable,0,16.1,0,1.0,0,1,1067,0,niche_or_shell,anomaly,0.4325,-1,2,2,0,C2-S2,C2-S2-T0,Atlantic Ocean Coast  _ Ges.m.b.H. Express,0.9917,1,Yu xian  SRL Industrial,,0.4325,0.161,0.1824,1.0,0.0,0.7424,0.0,0.1923,0.3538,3,MEDIUM,"structural bridge: 1,067 nodes newly reachable via 1 new link(s) | fish HS code ratio=19.2%"
Coral Cove BV Delivery,104399,84,2262,1242.8452,0.3342,2076,2023,0.0455,2180108890.0,4306735.0,stable,0,0.0,0,1.0,0,0,132,1,diversified_broker,anomaly,0.8786,-1,5,0,0,C5-S0,C5-S0-T0,Pao gan SE Seal,0.9876,3,biān yú Dry dock;Ianira Starfish Sagl Import;Asiotr Green  SE Marine sanctuary,Konkan Coast  SE Marine biology,0.8786,0.0,0.1824,0.0,0.0,0.5207,1.0,0.0455,0.35,3,MEDIUM,IsolationForest anomaly (score=0.88) | relay successor: inherits predecessor's trade network
Caracola del Este Corporation Express,68872,84,1615,819.9048,0.2607,1166,1392,0.0012,1061524545.0,0.0,stable,0,9.0,0,1.0,0,0,149,1,high_volume_distributor,anomaly,0.7681,-1,1,1,2,C1-S1,C1-S1-T2,Arunachal Pradesh s A/S Transport,0.9676,2,-23;Tide Turners S.A. de C.V. Marine,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Ancla del Este SE,0.7681,0.09,0.1824,0.0,0.0,0.5335,1.0,0.0012,0.3453,3,MEDIUM,IsolationForest anomaly (score=0.77) | relay successor: inherits predecessor's trade network
Panope Limited Liability Company,168872,84,6209,2010.381,0.592,892,1911,0.0255,3732377865.0,11908560.0,stable,0,0.0,0,1.0,0,0,26,1,high_volume_distributor,anomaly,0.9076,-1,5,0,1,C5-S0,C5-S0-T1,Saltwater Supreme ОАО Forwading,0.9872,1,SRL Ltd. Liability Co,Konkan Coast  SE Marine biology,0.9076,0.0,0.1824,0.0,0.0,0.3509,1.0,0.0255,0.3399,3,MEDIUM,IsolationForest anomaly (score=0.91) | relay successor: inherits predecessor's trade network
Barents Sea Cod CJSC Export,40045,84,841,476.7262,0.3231,1175,705,0.0001,344381095.0,0.0,stable,0,0.0,0,1.0,0,0,5520,1,general_trader,anomaly,0.6798,-1,1,1,2,C1-S1,C1-S1-T2,Black Sea Tuna Snapper,0.9392,4,hǎi dǎn Corporation Wharf;Niger Bend   Dry dock;Mar del Placer Limited Liability Company;Tamil Nadu s Ltd. Corporation,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.6798,0.0,0.1824,0.0,0.0,0.9173,1.0,0.0001,0.339,3,MEDIUM,"IsolationForest anomaly (score=0.68) | structural bridge: 5,520 nodes newly reachable via 4 new link(s) | relay successor: inherits predecessor's trade network"
Aqua Aura SE Marine life,11268,84,234,134.1429,0.3141,746,811,0.3164,237686425.0,0.0,stable,0,3.0,0,1.0,0,0,5538,1,fish_intensive_hub,anomaly,0.6192,-1,0,1,1,C0-S1,C0-S1-T1,Uttar Pradesh s AG,0.9849,1,hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Gulf of Guinea   Corporation,0.6192,0.03,0.1824,0.0,0.0,0.9177,1.0,0.3164,0.3378,4,MEDIUM,"IsolationForest anomaly (score=0.62) | structural bridge: 5,538 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network | fish HS code ratio=31.6%"
Oceanic Oracle GmbH & Co. KG,15767,84,501,187.7024,0.4944,312,1034,0.0027,260255040.0,0.0,stable,0,3.0,0,1.0,0,0,6463,1,general_trader,anomaly,0.6344,-1,0,1,1,C0-S1,C0-S1-T1,Aqua Aura SE Marine life,0.9698,4,hǎi dǎn Corporation Wharf;SeaLion Marine AG Express;Sahara  LLC Co Consultants;Ancla Azul Transportation Seafaring,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.6344,0.03,0.1824,0.0,0.0,0.9341,1.0,0.0027,0.3369,3,MEDIUM,"IsolationForest anomaly (score=0.63) | structural bridge: 6,463 nodes newly reachable via 4 new link(s) | relay successor: inherits predecessor's trade network"
-5,1,1,1,1.0,0.0,1,1,0.0,735.0,0.0,short_term,3,24.5,2,1.17,1,0,88,0,short_lived,anomaly,0.4733,0,4,0,0,C4-S0,C4-S0-T0,-12,0.9944,1,Danish Lobster Kga Motorboat,,0.4733,0.245,0.1824,0.0,1.0,0.4779,0.0,0.0,0.3347,3,MEDIUM,"dormant 2mo then revived (revival_score=24), Q1 pattern=short_term | business_mode=short_lived"
Zambezi Gorge  N.V. Transport,66576,84,1207,792.5714,0.2519,2468,1591,0.0005,587163550.0,0.0,stable,0,3.0,0,1.0,0,0,410,1,diversified_broker,anomaly,0.7333,-1,1,1,2,C1-S1,C1-S1-T2,Arunachal Pradesh s A/S Transport,0.9697,3,Beachcomber's Bounty CJSC Sea;Haryana s Sagl Transport;Delphinia Trout OJSC Transportation,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Gulf of Guinea   Corporation,0.7333,0.03,0.1824,0.0,0.0,0.6408,1.0,0.0005,0.3323,3,MEDIUM,IsolationForest anomaly (score=0.73) | relay successor: inherits predecessor's trade network
The Salty Dog Limited Liability Company,4053,84,101,48.25,0.3844,212,93,0.884,85702760.0,0.0,stable,0,3.0,0,1.0,0,0,5854,1,fish_intensive_hub,anomaly,0.5419,-1,0,1,1,C0-S1,C0-S1-T1,Mar de Estrellas Incorporated,0.9656,1,hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ,0.5419,0.03,0.1824,0.0,0.0,0.9236,1.0,0.884,0.3304,4,MEDIUM,"IsolationForest anomaly (score=0.54) | structural bridge: 5,854 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network | fish HS code ratio=88.4%"
Okavango River  NV Marine life,4822,84,337,57.4048,1.3812,237,130,0.0071,153881765.0,0.0,general,1,3.0,0,1.0,0,0,3613,1,general_trader,anomaly,0.5169,-1,1,1,1,C1-S1,C1-S1-T1,jīng Coral LLC Carriers,0.9158,1,Caracola del Sol Services,Orange River Mouth   &;Portuguese Cuttle GmbH Freight ;Seashell s  SRL Consulting,0.5169,0.03,0.1824,0.0,0.3333,0.8722,1.0,0.0071,0.3281,4,MEDIUM,"IsolationForest anomaly (score=0.52) | structural bridge: 3,613 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
suō yú Incorporated Brothers,39638,84,1460,471.881,0.4642,315,858,0.0001,495388940.0,0.0,stable,0,0.0,0,1.0,0,0,2859,1,general_trader,anomaly,0.6603,-1,1,1,1,C1-S1,C1-S1-T1,Mar y Luna Sagl,0.9572,1,Costa de la Felicidad Shipping,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.6603,0.0,0.1824,0.0,0.0,0.8473,1.0,0.0001,0.3272,3,MEDIUM,"IsolationForest anomaly (score=0.66) | structural bridge: 2,859 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
Oceanic Oracle GmbH America,12930,84,259,153.9286,0.297,359,53,0.0022,334388195.0,0.0,stable,0,6.0,0,1.0,0,0,6452,1,general_trader,anomaly,0.5643,-1,0,1,1,C0-S1,C0-S1-T1,Mar de Estrellas Incorporated,0.987,4,Scottish Oysters Pic Transport;OceanSavor Seafoam Ltd. Liability Co Transit;hǎi dǎn Corporation Wharf;Mandalore S.A. de C.V. Logistics,Portuguese Cuttle GmbH Freight ,0.5643,0.06,0.1824,0.0,0.0,0.9339,1.0,0.0022,0.3269,3,MEDIUM,"IsolationForest anomaly (score=0.56) | structural bridge: 6,452 nodes newly reachable via 4 new link(s) | relay successor: inherits predecessor's trade network"
-7,1,1,1,1.0,0.0,1,1,1.0,27845.0,0.0,short_term,3,21.0,0,1.0,0,0,150,0,short_lived,anomaly,0.3712,-1,4,1,0,C4-S1,C4-S1-T0,-3,0.8866,1,Zale Limited Liability Company,,0.3712,0.21,0.1824,0.0,1.0,0.5342,0.0,1.0,0.3261,4,MEDIUM,"dormant 0mo then revived (revival_score=21), Q1 pattern=short_term | fish HS code ratio=100.0% | business_mode=short_lived"
Atlantic Ocean Coast  _ Ges.m.b.H. Express,226,36,25,6.2778,0.804,13,40,0.0088,2205830.0,0.0,stable,0,13.1,0,1.0,0,1,732,0,niche_or_shell,anomaly,0.3754,-1,2,2,0,C2-S2,C2-S2-T0,Norwegian King Crab S.A. de C.V.,0.9958,1,SilverStream CJSC Marine conservation,,0.3754,0.131,0.1824,1.0,0.0,0.7024,0.0,0.0088,0.3244,3,MEDIUM,structural bridge: 732 nodes newly reachable via 1 new link(s)
Icelandic Cod Pier ОАО Transport,32646,84,684,388.6429,0.3391,220,409,0.0001,4399998740.0,0.0,stable,0,0.0,0,1.0,0,0,2837,1,general_trader,anomaly,0.6196,-1,1,1,1,C1-S1,C1-S1-T1,Chuan gou  Ltd Marine ecology,0.9511,1,Mar del Este CJSC,Portuguese Cuttle GmbH Freight ,0.6196,0.0,0.1824,0.0,0.0,0.8465,1.0,0.0001,0.3169,3,MEDIUM,"IsolationForest anomaly (score=0.62) | structural bridge: 2,837 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
bái suō wěn lú AS,5350,84,208,63.6905,0.7627,211,350,0.0931,69800165.0,0.0,stable,0,3.0,0,1.0,0,0,6277,1,general_trader,anomaly,0.5363,8,0,1,1,C0-S1,C0-S1-T1,jīng Coral LLC Carriers,0.9914,2,Bujagali Falls  Pic Family;hǎi dǎn Corporation Wharf,Orange River Mouth   &,0.5363,0.03,0.1824,0.0,0.0,0.931,1.0,0.0931,0.3139,3,MEDIUM,"IsolationForest anomaly (score=0.54) | structural bridge: 6,277 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network"
-8,1,1,1,1.0,0.0,1,1,0.0,2270.0,0.0,short_term,3,21.0,0,1.0,0,0,388,0,short_lived,anomaly,0.3587,-1,4,1,0,C4-S1,C4-S1-T0,-3,1.0,1,bái suō wěn lú Ltd Cargo,,0.3587,0.21,0.1824,0.0,1.0,0.6349,0.0,0.0,0.313,3,MEDIUM,"dormant 0mo then revived (revival_score=21), Q1 pattern=short_term | business_mode=short_lived"
Caracola Azul Oyj &,40231,84,837,478.9405,0.3553,1210,1331,0.0899,1257453890.0,190615.0,stable,0,3.0,0,1.0,0,0,399,1,general_trader,anomaly,0.6466,-1,1,1,2,C1-S1,C1-S1-T2,Saltwater Supreme Pelican Ltd Enterprises,0.988,2,Estrella de Mar Consultants -;Paradera S.A. de C.V.,Konkan Coast  SE Marine biology,0.6466,0.03,0.1824,0.0,0.0,0.6379,1.0,0.0899,0.3121,3,MEDIUM,IsolationForest anomaly (score=0.65) | relay successor: inherits predecessor's trade network
-3,1,1,1,1.0,0.0,1,1,0.0,33925.0,0.0,short_term,3,21.0,0,1.0,0,0,374,0,short_lived,anomaly,0.3566,-1,4,1,0,C4-S1,C4-S1-T0,-8,1.0,1,Coastal Cruisers Pic Shipping,,0.3566,0.21,0.1824,0.0,1.0,0.631,0.0,0.0,0.3121,3,MEDIUM,"dormant 0mo then revived (revival_score=21), Q1 pattern=short_term | business_mode=short_lived"
Norwegian King Crab S.A. de C.V.,103,40,12,2.575,0.8503,27,49,0.0194,534695.0,0.0,stable,0,16.1,0,1.0,0,1,211,0,niche_or_shell,anomaly,0.3478,-1,2,2,0,C2-S2,C2-S2-T0,Atlantic Ocean Coast  _ Ges.m.b.H. Express,0.9958,1,xiǎo lóng xiā LC,,0.3478,0.161,0.1824,1.0,0.0,0.5703,0.0,0.0194,0.312,3,MEDIUM,no strong individual signal
Playa de la Luna Incorporated,27807,84,1418,331.0357,0.9156,698,964,0.0259,476273875.0,46977445.0,stable,0,3.0,0,1.0,0,0,37,1,general_trader,anomaly,0.7489,-1,1,0,0,C1-S0,C1-S0-T0,Deep Blue ОАО Chart,0.9672,1,Estrella de Mar SE,Konkan Coast  SE Marine biology,0.7489,0.03,0.1824,0.0,0.0,0.3873,1.0,0.0259,0.3113,3,MEDIUM,IsolationForest anomaly (score=0.75) | relay successor: inherits predecessor's trade network
-32,4,4,1,1.0,0.0,4,3,0.75,57865.0,0.0,general,1,17.2,18,2.5,1,0,82,0,short_lived,anomaly,0.5004,-1,4,0,0,C4-S0,C4-S0-T0,-29,0.9751,1,Norwegian Fjord  S.A. de C.V. Brothers,,0.5004,0.172,0.3564,0.0,0.3333,0.4705,0.0,0.75,0.3103,5,MEDIUM,"IsolationForest anomaly (score=0.50) | dormant 18mo then revived (revival_score=17), Q1 pattern=general | fish HS code ratio=75.0% | business_mode=short_lived"
jīng Coral LLC Carriers,8327,84,293,99.131,0.7449,275,111,0.0008,442054125.0,0.0,stable,0,3.0,0,1.0,0,0,5999,1,general_trader,anomaly,0.5297,8,0,1,1,C0-S1,C0-S1-T1,bái suō wěn lú AS,0.9914,2,-41;hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ,0.5297,0.03,0.1824,0.0,0.0,0.9262,1.0,0.0008,0.3099,3,MEDIUM,"IsolationForest anomaly (score=0.53) | structural bridge: 5,999 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network"
Náutica del Norte Kga Holdings,55555,84,2186,661.369,0.484,391,947,0.0001,380632065.0,0.0,stable,0,0.0,0,1.0,0,0,514,1,high_volume_distributor,anomaly,0.662,-1,1,1,1,C1-S1,C1-S1-T1,Saltwater Symphony S.A. de C.V.,0.9667,1,Sea Breezes GmbH & Co. KG Shark,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.662,0.0,0.1824,0.0,0.0,0.6648,1.0,0.0001,0.3093,3,MEDIUM,IsolationForest anomaly (score=0.66) | structural bridge: 514 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network
Arunachal Pradesh s A/S Transport,61178,84,1138,728.3095,0.2438,1475,1661,0.0006,189984075.0,0.0,stable,0,0.0,0,1.0,0,0,303,1,general_trader,anomaly,0.6836,-1,1,1,2,C1-S1,C1-S1-T2,Estrella del Mar Seafarer,0.9786,5,Gulf of Guinea   Enterprises;FinestSea Ltd. Corporation Enterprises;Oka  Ltd. Liability Co;Bu yu wang Motorboat;SeaTrekker Salt spray S.p.A. Freight ,Orange River Mouth   &,0.6836,0.0,0.1824,0.0,0.0,0.6087,1.0,0.0006,0.3091,3,MEDIUM,IsolationForest anomaly (score=0.68) | relay successor: inherits predecessor's trade network
Saltwater Symphony S.A. de C.V.,42170,84,1361,502.0238,0.6704,463,1083,0.0001,811408245.0,0.0,stable,0,0.0,0,1.0,0,0,715,1,general_trader,anomaly,0.6405,-1,1,1,1,C1-S1,C1-S1-T1,Náutica del Norte Kga Holdings,0.9667,2,Lake Kivu   BV United;Marine Mates NV Worldwide,Seashell s  SRL Consulting;Portuguese Cuttle GmbH Freight ;Orange River Mouth   &,0.6405,0.0,0.1824,0.0,0.0,0.6999,1.0,0.0001,0.3075,3,MEDIUM,IsolationForest anomaly (score=0.64) | structural bridge: 715 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network
Chhattisgarh  GmbH & Co. KG Brothers,14962,84,338,178.119,0.3363,210,72,0.0,1055314985.0,0.0,stable,0,6.0,0,1.0,0,0,2875,1,general_trader,anomaly,0.5206,-1,1,1,1,C1-S1,C1-S1-T1,Ola Azul Ges.m.b.H. Services,0.9862,1,Costa de la Felicidad Shipping,Portuguese Cuttle GmbH Freight ,0.5206,0.06,0.1824,0.0,0.0,0.8479,1.0,0.0,0.3073,3,MEDIUM,"IsolationForest anomaly (score=0.52) | structural bridge: 2,875 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
Estrella del Mar Seafarer,40158,84,881,478.0714,0.3199,1619,1869,0.0026,178796090.0,0.0,stable,0,0.0,0,1.0,0,0,567,1,general_trader,anomaly,0.6374,-1,1,1,2,C1-S1,C1-S1-T2,Arunachal Pradesh s A/S Transport,0.9786,2,-54;-46,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.6374,0.0,0.1824,0.0,0.0,0.6752,1.0,0.0026,0.3043,3,MEDIUM,IsolationForest anomaly (score=0.64) | structural bridge: 567 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network
Ola Azul Ges.m.b.H. Services,14138,84,396,168.3095,0.4123,224,163,0.0789,267645215.0,0.0,stable,0,6.0,0,1.0,0,0,2900,1,general_trader,anomaly,0.5021,-1,1,1,1,C1-S1,C1-S1-T1,Chhattisgarh  GmbH & Co. KG Brothers,0.9862,2,Playa de Coral Distribution Marine sanctuary;Mar del Este CJSC,Portuguese Cuttle GmbH Freight ,0.5021,0.06,0.1824,0.0,0.0,0.8488,1.0,0.0789,0.3043,3,MEDIUM,"IsolationForest anomaly (score=0.50) | structural bridge: 2,900 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network"
Olas del Mar Worldwide,43259,84,713,514.9881,0.174,1288,1391,0.0562,8567629770.0,7439530.0,stable,0,0.0,0,1.0,0,0,18,1,general_trader,anomaly,0.7736,-1,1,0,1,C1-S0,C1-S0-T1,Sailors and Surfers Incorporated Enterprises,0.9492,1,xiǎo lóng xiā GmbH,Konkan Coast  SE Marine biology,0.7736,0.0,0.1824,0.0,0.0,0.3135,1.0,0.0562,0.3032,3,MEDIUM,IsolationForest anomaly (score=0.77) | relay successor: inherits predecessor's trade network
Uttar Pradesh s AG,9231,84,162,109.8929,0.1976,727,508,0.0025,97477190.0,0.0,stable,0,0.0,0,1.0,0,0,5587,1,general_trader,anomaly,0.531,-1,0,1,1,C0-S1,C0-S1-T1,Aqua Aura SE Marine life,0.9849,1,hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.531,0.0,0.1824,0.0,0.0,0.9186,1.0,0.0025,0.302,3,MEDIUM,"IsolationForest anomaly (score=0.53) | structural bridge: 5,587 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
Selous Game Reserve  A/S,34406,84,616,409.5952,0.1639,488,684,0.0002,3115208615.0,0.0,stable,0,3.0,0,1.0,0,0,950,1,general_trader,anomaly,0.5745,-1,1,1,1,C1-S1,C1-S1-T1,Playa de Arena Submarine S.A. de C.V. Marine,0.953,4,Lake Turkana  Charter Boat  NV Marine;Congo River  AG Transit;Sea Breezes GmbH & Co. KG Shark;-52,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Gulf of Guinea   Corporation,0.5745,0.03,0.1824,0.0,0.0,0.7301,1.0,0.0002,0.3015,3,MEDIUM,IsolationForest anomaly (score=0.57) | structural bridge: 950 nodes newly reachable via 4 new link(s) | relay successor: inherits predecessor's trade network
TunaTreat Company Marine sanctuary,5270,54,403,97.5926,1.3344,656,773,0.022,69581375.0,0.0,periodic,1,3.0,0,1.0,0,0,4757,0,general_trader,anomaly,0.5963,-1,0,1,0,C0-S1,C0-S1-T0,Selous Game Reserve  Sp Distribution,0.8605,4,xiǎo lóng xiā LC;Fresh Limited Liability Company;Jharkhand  Ltd. Liability Co Worldwide;Greek Octopus Company Distribution,,0.5963,0.03,0.1824,0.0,0.3333,0.9015,0.0,0.022,0.3012,3,MEDIUM,"IsolationForest anomaly (score=0.60) | structural bridge: 4,757 nodes newly reachable via 4 new link(s)"
Mar de Estrellas Incorporated,3030,84,61,36.0714,0.245,284,203,0.001,37158725.0,0.0,stable,0,3.0,0,1.0,0,0,5933,1,general_trader,anomaly,0.4947,8,0,1,1,C0-S1,C0-S1-T1,Mar de Cielo S.A. de C.V. Manatee,0.9911,2,Seaside Summit S.A. de C.V.;hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Gulf of Guinea   Corporation,0.4947,0.03,0.1824,0.0,0.0,0.925,1.0,0.001,0.3011,3,MEDIUM,"structural bridge: 5,933 nodes newly reachable via 2 new link(s) | relay successor: inherits predecessor's trade network"
Estrella de Mar Consultants -,14912,84,273,177.5238,0.236,415,166,0.0,190825390.0,0.0,stable,0,6.0,0,1.0,0,0,2312,1,general_trader,anomaly,0.4978,-1,1,1,1,C1-S1,C1-S1-T1,Ola Azul Ges.m.b.H. Services,0.9829,5,Sikkim  Market Corporation Investment;-35;-11;Caracola Azul Oyj &;Caracola Azul Ltd. Corporation,Orange River Mouth   &;Portuguese Cuttle GmbH Freight ;Seashell s  SRL Consulting,0.4978,0.06,0.1824,0.0,0.0,0.8247,1.0,0.0,0.2993,3,LOW,"structural bridge: 2,312 nodes newly reachable via 5 new link(s) | relay successor: inherits predecessor's trade network"
Zambezi Valley  Marine biology,10076,84,206,119.9524,0.2902,190,191,0.0,546702245.0,0.0,stable,0,0.0,0,1.0,0,0,7603,1,general_trader,anomaly,0.501,-1,0,1,1,C0-S1,C0-S1-T1,Oceanic Oracle GmbH America,0.985,3,Playa del Sol LC -;hǎi dǎn Corporation Wharf;Océano de Coral Corporation Express,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &;Seashell s  SRL Consulting,0.501,0.0,0.1824,0.0,0.0,0.9514,1.0,0.0,0.2978,3,LOW,"IsolationForest anomaly (score=0.50) | structural bridge: 7,603 nodes newly reachable via 3 new link(s) | relay successor: inherits predecessor's trade network"
Mar de Cielo S.A. de C.V. Manatee,2262,70,67,32.3143,0.535,238,222,0.0018,34317435.0,0.0,stable,0,0.0,0,1.0,0,0,5826,1,general_trader,anomaly,0.4933,8,0,1,1,C0-S1,C0-S1-T1,Mar de Estrellas Incorporated,0.9911,1,hǎi dǎn Corporation Wharf,Portuguese Cuttle GmbH Freight ;Orange River Mouth   &,0.4933,0.0,0.1824,0.0,0.0,0.9231,1.0,0.0018,0.293,3,LOW,"structural bridge: 5,826 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
Caracola Azul Ltd. Corporation,20632,84,388,245.619,0.1934,1132,1224,0.1664,701425570.0,976545.0,stable,0,0.0,0,1.0,0,0,368,1,fish_network_expander,anomaly,0.5966,-1,1,1,2,C1-S1,C1-S1-T2,Saltwater Supreme Pelican Ltd Enterprises,0.9848,2,Monarch Ltd. Liability Co Transport;Estrella de Mar Consultants -,Konkan Coast  SE Marine biology,0.5966,0.0,0.1824,0.0,0.0,0.6293,1.0,0.1664,0.2928,3,LOW,IsolationForest anomaly (score=0.60) | relay successor: inherits predecessor's trade network | fish HS code ratio=16.6%
Line S.A. de C.V.,11100,84,438,132.1429,0.9246,333,1117,0.009,177137470.0,0.0,stable,0,0.0,0,1.0,0,0,2633,1,general_trader,anomaly,0.5058,-1,1,1,1,C1-S1,C1-S1-T1,Jammu Ltd. Liability Co,0.8953,1,Sailors and Surfers Incorporated Enterprises,Portuguese Cuttle GmbH Freight ;Ola del Mar NV;Orange River Mouth   &,0.5058,0.0,0.1824,0.0,0.0,0.8385,1.0,0.009,0.2878,3,LOW,"IsolationForest anomaly (score=0.51) | structural bridge: 2,633 nodes newly reachable via 1 new link(s) | relay successor: inherits predecessor's trade network"
