company_a,company_b,relationship_pattern,confidence,month_overlap_count,month_overlap_jaccard,shared_partner_count,shared_partner_jaccard,gap_months,a_first_month,a_last_month,b_first_month,b_last_month,a_active_months,b_active_months,a_temporal_pattern,b_temporal_pattern,overlap_month_sample
Isla del Mar Kga International,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.1067,2,0.0104,,2028-01,2034-12,2028-01,2028-11,75,8,general,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Lake Nakuru  Kga Logistics,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0053,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Madhya Pradesh   SRL Line,Tamil Nadu   Corporation Compass,short_term_collab,0.8,8,0.0952,2,0.0046,,2028-01,2028-11,2028-01,2034-12,8,84,short_term,stable,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Arena del Sol Ltd,Pelagia & Ges.m.b.H. Freight ,short_term_collab,0.8,8,0.0964,2,0.0405,,2028-03,2034-12,2028-01,2028-12,80,11,stable,stable,2028-03;2028-06;2028-07;2028-08;2028-09;2028-10
Anthony Mudflat BV Holdings,SeaSelect Foods Salt spray,short_term_collab,0.8,8,0.2286,5,0.4839,,2031-06,2032-11,2028-06,2032-10,10,33,general,periodic,2031-06;2031-07;2031-08;2031-09;2032-06;2032-07
Madagascar Coast  AG Freight ,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0078,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Madhya Pradesh   SRL Line,Neptune's Kingdom Lock Sp Holdings,short_term_collab,0.8,8,0.0952,2,0.0315,,2028-01,2028-11,2028-01,2034-12,8,84,short_term,stable,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
-54,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,3,0.006,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Belgian Shrimps Ocean Corp Holdings,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.006,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Madhya Pradesh   SRL Line,Maharashtra ers Incorporated Express,short_term_collab,0.8,8,0.0952,2,0.0062,,2028-01,2028-11,2028-01,2034-12,8,84,short_term,stable,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Madagascar   Ltd. Corporation Express,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0088,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Madhya Pradesh   SRL Line,Olas del Sur Oyj,short_term_collab,0.8,8,0.0952,2,0.0053,,2028-01,2028-11,2028-01,2034-12,8,84,short_term,stable,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
-737,Kerala s S.A. de C.V.,short_term_collab,0.8,8,0.0952,2,0.0087,,2031-09,2032-05,2028-01,2034-12,8,84,short_term,stable,2031-09;2031-10;2031-11;2031-12;2032-01;2032-03
-737,Selous Game Reserve  S.A. de C.V.,short_term_collab,0.8,8,0.0952,2,0.001,,2031-09,2032-05,2028-01,2034-12,8,84,short_term,stable,2031-09;2031-10;2031-11;2031-12;2032-01;2032-03
-1014,Perla del Mar CJSC,short_term_collab,0.8,8,0.1111,2,0.0102,,2029-12,2031-02,2028-01,2034-12,10,70,stable,stable,2029-12;2030-02;2030-03;2030-07;2030-10;2030-11
Caracola Azul Ltd. Corporation,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0017,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Caracola del Este Plc,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,3,0.0072,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Estrella de Mar Pic Distribution,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0964,2,0.0303,,2028-01,2034-12,2028-01,2028-11,83,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Irish Sea  Limited Liability Company,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0964,2,0.0132,,2028-01,2034-12,2028-01,2028-11,83,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Jharkhand  Ltd. Liability Co Worldwide,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0069,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Costa de la Felicidad AB,Océano de Coral N.V.,short_term_collab,0.8,8,0.1013,3,0.0638,,2030-09,2034-12,2028-01,2032-10,40,47,general,stable,2030-09;2030-10;2031-06;2031-07;2031-08;2031-09
Bihar   CJSC & Son's,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0317,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
Bu yu wang LC,Madhya Pradesh   SRL Line,short_term_collab,0.8,8,0.0952,2,0.0233,,2028-01,2034-12,2028-01,2028-11,84,8,stable,short_term,2028-01;2028-05;2028-06;2028-07;2028-08;2028-09
-3828,-5319,co_active,0.8,9,0.3103,3,0.8,,2030-05,2033-03,2030-12,2032-10,23,15,stable,stable,2031-06;2032-03;2032-04;2032-05;2032-06;2032-07
BlueWater Bistro GmbH Industrial,Costa del Sol GmbH & Co. KG Family,relay,0.795,0,0.0,2,0.1818,0,2028-01,2028-02,2028-03,2030-12,2,21,short_term,stable,
Panope Limited Liability Company,Sea Breezes GmbH & Co. KG Shark,synchronous,0.779,84,1.0,211,0.4472,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar y Luna Sagl,Saltwater Symphony S.A. de C.V.,synchronous,0.769,84,1.0,157,0.4237,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Adriatic Catch Dry dock Limited Liability Company Holdings,BlueWater Bistro GmbH Industrial,relay,0.768,0,0.0,2,0.1818,3,2028-06,2032-07,2028-01,2028-02,18,2,general,short_term,
Daniel Ferry N.V. Transit,Perla del Mar Deep-sea,synchronous,0.766,84,1.0,4,0.4159,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,hǎi dǎn Corporation Wharf,synchronous,0.759,84,1.0,1931,0.3987,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-3580,-4045,synchronous,0.75,14,0.5833,2,1.0,,2028-01,2029-09,2028-01,2030-03,17,21,stable,stable,2028-01;2028-03;2028-04;2028-05;2028-06;2028-07
Caracola del Este Corporation Express,Water Wonders Tidepool Ltd Holdings,synchronous,0.747,84,1.0,320,0.3676,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Family &,Perla del Mar Deep-sea,synchronous,0.743,84,1.0,5,0.3583,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Tristen Jetty Company Solutions,Wave Watchers Ltd. Liability Co,synchronous,0.741,81,0.9643,4,0.4068,,2028-03,2034-12,2028-01,2034-12,81,84,stable,stable,2028-03;2028-04;2028-05;2028-06;2028-07;2028-08
Caracola del Sol Services,Costa de la Felicidad Shipping,synchronous,0.74,84,1.0,1012,0.3505,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,hǎi dǎn Corporation Wharf,synchronous,0.738,84,1.0,1514,0.3459,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fresh Motorboat Sp Shipping,Irish Scallop - Corporation & Son's,short_term_collab,0.738,7,0.125,3,0.0047,,2028-04,2033-01,2028-01,2034-04,16,47,general,stable,2028-04;2030-01;2030-04;2030-07;2031-02;2031-09
-737,Samaka Ltd. Corporation Dry dock,short_term_collab,0.738,7,0.0854,6,0.0594,,2031-09,2032-05,2028-01,2034-12,8,81,short_term,general,2031-09;2031-10;2031-11;2031-12;2032-03;2032-04
-9992,Assam  Market Tilapia Ltd Worldwide,short_term_collab,0.738,7,0.0843,2,0.0319,,2028-01,2028-09,2028-01,2034-12,7,83,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Barco de Plata Corp,short_term_collab,0.738,7,0.0833,5,0.0062,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Caracola del Sol Services,short_term_collab,0.738,7,0.0833,5,0.0016,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Costa de la Felicidad Shipping,short_term_collab,0.738,7,0.0833,5,0.002,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,French Hake Cargo ship Sagl Services,short_term_collab,0.738,7,0.0833,2,0.0037,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Konkan Coast  SRL Logistics,short_term_collab,0.738,7,0.0833,4,0.008,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Mar del Este CJSC,short_term_collab,0.738,7,0.0833,7,0.0028,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Océano de Coral Corporation Express,short_term_collab,0.738,7,0.0833,2,0.0017,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Portuguese Sea Bass SRL Import,short_term_collab,0.738,7,0.0833,3,0.0131,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Rift Valley fishery Inc,short_term_collab,0.738,7,0.0833,2,0.0013,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,SeaTree Ltd. Liability Co Holdings,short_term_collab,0.738,7,0.0833,3,0.004,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,hǎi dǎn Corporation Wharf,short_term_collab,0.738,7,0.0833,3,0.0007,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Chhattisgarh   Marine ecology A/S Delivery,short_term_collab,0.738,7,0.0833,3,0.0019,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Kong zhong diao yu  Ges.m.b.H.,short_term_collab,0.738,7,0.0833,2,0.0017,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Olas del Mar Worldwide,short_term_collab,0.738,7,0.0833,2,0.0023,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Olas del Mar ОАО,short_term_collab,0.738,7,0.0833,2,0.0055,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Olas del Sur Oyj,short_term_collab,0.738,7,0.0833,2,0.0022,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Pao gan SE Seal,short_term_collab,0.738,7,0.0833,2,0.0014,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Sailors and Surfers Incorporated Enterprises,short_term_collab,0.738,7,0.0833,3,0.0015,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Seashell Sanctum SRL Transport,Surf's Up s LLC,short_term_collab,0.738,7,0.0875,2,0.0057,,2028-11,2034-12,2028-02,2029-05,71,16,stable,stable,2028-11;2028-12;2029-01;2029-02;2029-03;2029-04
-8401,Mar del Este CJSC,short_term_collab,0.738,7,0.0833,2,0.0007,,2028-01,2030-06,2028-01,2034-12,7,84,general,stable,2028-01;2028-02;2028-03;2028-10;2030-03;2030-05
-8401,Rift Valley fishery Inc,short_term_collab,0.738,7,0.0833,2,0.0013,,2028-01,2030-06,2028-01,2034-12,7,84,general,stable,2028-01;2028-02;2028-03;2028-10;2030-03;2030-05
Fresh Limited Liability Company,Volta River  Ltd. Corporation Investment,short_term_collab,0.738,7,0.0833,2,0.001,,2028-01,2034-12,2028-09,2031-10,84,7,stable,general,2028-09;2031-02;2031-03;2031-05;2031-06;2031-08
Lake Nakuru  Kga Logistics,Volta River  Ltd. Corporation Investment,short_term_collab,0.738,7,0.0833,2,0.0055,,2028-01,2034-12,2028-09,2031-10,84,7,stable,general,2028-09;2031-02;2031-03;2031-05;2031-06;2031-08
Mar del Este CJSC,Volta River  Ltd. Corporation Investment,short_term_collab,0.738,7,0.0833,2,0.001,,2028-01,2034-12,2028-09,2031-10,84,7,stable,general,2028-09;2031-02;2031-03;2031-05;2031-06;2031-08
-3782,-3828,short_term_collab,0.738,7,0.2593,4,1.0,,2031-04,2032-02,2030-05,2033-03,11,23,short_term,stable,2031-05;2031-06;2031-07;2031-08;2031-09;2031-11
-3828,-5280,short_term_collab,0.738,7,0.2414,3,0.8,,2030-05,2033-03,2030-12,2032-02,23,13,stable,stable,2031-05;2031-06;2031-07;2031-08;2031-09;2031-11
-1024,-5319,short_term_collab,0.738,7,0.28,2,0.4286,,2030-04,2032-11,2030-12,2032-10,17,15,periodic,stable,2031-02;2032-02;2032-03;2032-04;2032-05;2032-09
-5282,-5319,short_term_collab,0.738,7,0.2,3,0.6667,,2029-04,2033-02,2030-12,2032-10,27,15,periodic,stable,2032-04;2032-05;2032-06;2032-07;2032-08;2032-09
-9992,Caracola Azul Ltd. Corporation,short_term_collab,0.738,7,0.0833,2,0.0026,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Mar de la Vida Incorporated,short_term_collab,0.738,7,0.0833,2,0.0034,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-1178,Caracola Azul Oyj &,short_term_collab,0.738,7,0.0833,2,0.0017,,2029-07,2030-03,2028-01,2034-12,7,84,short_term,stable,2029-07;2029-10;2029-11;2029-12;2030-01;2030-02
-1178,Mar del Este CJSC,short_term_collab,0.738,7,0.0833,2,0.0007,,2029-07,2030-03,2028-01,2034-12,7,84,short_term,stable,2029-07;2029-10;2029-11;2029-12;2030-01;2030-02
-24,Pao gan SE Seal,short_term_collab,0.738,7,0.0833,2,0.0018,,2028-03,2034-03,2028-01,2034-12,7,84,general,stable,2028-03;2029-02;2030-06;2032-02;2032-06;2032-10
-1899,Brisa del Este BV,short_term_collab,0.738,7,0.0833,2,0.0055,,2028-07,2029-11,2028-01,2034-12,7,84,general,stable,2028-07;2028-10;2028-11;2029-02;2029-03;2029-04
-1899,Mar del Este CJSC,short_term_collab,0.738,7,0.0833,2,0.0007,,2028-07,2029-11,2028-01,2034-12,7,84,general,stable,2028-07;2028-10;2028-11;2029-02;2029-03;2029-04
-9992,Coral Cove BV Delivery,short_term_collab,0.738,7,0.0833,2,0.0014,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-9992,Great Ruaha River  GmbH,short_term_collab,0.738,7,0.0843,2,0.0185,,2028-01,2028-09,2028-01,2034-12,7,83,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Adriatic Catch Dry dock Limited Liability Company Holdings,Costa del Sol GmbH & Co. KG Family,short_term_collab,0.738,7,0.2188,2,0.1429,,2028-06,2032-07,2028-03,2030-12,18,21,general,stable,2028-11;2029-01;2029-05;2029-08;2029-10;2030-09
Volta River  Ltd. Corporation Investment,hǎi dǎn Corporation Wharf,short_term_collab,0.738,7,0.0833,2,0.0005,,2028-09,2031-10,2028-01,2034-12,7,84,general,stable,2028-09;2031-02;2031-03;2031-05;2031-06;2031-08
Faroe Islands Shrimp Company,Orange River Mouth   &,short_term_collab,0.738,7,0.2,2,0.0326,,2028-01,2029-09,2028-03,2031-11,16,26,stable,periodic,2028-03;2028-10;2028-12;2029-01;2029-03;2029-06
-9992,Uttarakhand  Market Limited Liability Company Nautical,short_term_collab,0.738,7,0.0833,2,0.003,,2028-01,2028-09,2028-01,2034-12,7,84,short_term,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-10104,Deep Blue ОАО Chart,short_term_collab,0.738,7,0.0833,2,0.0043,,2028-03,2031-04,2028-01,2034-12,9,82,general,stable,2028-03;2028-04;2028-05;2028-07;2028-08;2029-02
-1196,Costa de la Felicidad Shipping,short_term_collab,0.738,7,0.0833,2,0.0007,,2029-01,2030-02,2028-01,2034-12,7,84,general,stable,2029-01;2029-04;2029-05;2029-10;2029-11;2030-01
-1196,Mar del Este CJSC,short_term_collab,0.738,7,0.0833,2,0.0007,,2029-01,2030-02,2028-01,2034-12,7,84,general,stable,2029-01;2029-04;2029-05;2029-10;2029-11;2030-01
-1196,Tripura  Pier N.V. Solutions,short_term_collab,0.738,7,0.0833,2,0.0134,,2029-01,2030-02,2028-01,2034-12,7,84,general,stable,2029-01;2029-04;2029-05;2029-10;2029-11;2030-01
-1196,hǎi dǎn Corporation Wharf,short_term_collab,0.738,7,0.0833,2,0.0003,,2029-01,2030-02,2028-01,2034-12,7,84,general,stable,2029-01;2029-04;2029-05;2029-10;2029-11;2030-01
-1196,mán yú S.A. de C.V. Captain,short_term_collab,0.738,7,0.0854,2,0.007,,2029-01,2030-02,2028-01,2034-12,7,82,general,stable,2029-01;2029-04;2029-05;2029-10;2029-11;2030-01
Ancla del Mar Overseas,Barents Sea Cod CJSC Export,short_term_collab,0.738,7,0.0833,2,0.0034,,2029-04,2032-07,2028-01,2034-12,7,84,general,stable,2029-04;2030-04;2031-04;2031-05;2031-06;2032-04
Ancla del Mar Overseas,BlueWaterBites GmbH & Co. KG Export,short_term_collab,0.738,7,0.0833,2,0.005,,2029-04,2032-07,2028-01,2034-12,7,84,general,stable,2029-04;2030-04;2031-04;2031-05;2031-06;2032-04
Ancla del Mar Overseas,Arunachal Pradesh s A/S Transport,short_term_collab,0.738,7,0.0833,2,0.0027,,2029-04,2032-07,2028-01,2034-12,7,84,general,stable,2029-04;2030-04;2031-04;2031-05;2031-06;2032-04
Ancla del Mar Overseas,Chhattisgarh   Marine ecology A/S Delivery,short_term_collab,0.738,7,0.0833,2,0.0024,,2029-04,2032-07,2028-01,2034-12,7,84,general,stable,2029-04;2030-04;2031-04;2031-05;2031-06;2032-04
Ancla del Mar Overseas,Fresh Limited Liability Company,short_term_collab,0.738,7,0.0833,2,0.0012,,2029-04,2032-07,2028-01,2034-12,7,84,general,stable,2029-04;2030-04;2031-04;2031-05;2031-06;2032-04
-24,Fresh Limited Liability Company,short_term_collab,0.738,7,0.0833,2,0.001,,2028-03,2034-03,2028-01,2034-12,7,84,general,stable,2028-03;2029-02;2030-06;2032-02;2032-06;2032-10
Beachcomber's Bounty S.A. de C.V. Logistics,Fresh Limited Liability Company,short_term_collab,0.738,7,0.0833,2,0.0012,,2028-08,2030-09,2028-01,2034-12,7,84,general,stable,2028-08;2028-09;2029-06;2029-07;2030-07;2030-08
Arena del Sol SRL,Yu er he  Bonito,synchronous,0.736,84,1.0,13,0.3395,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sea Breeze Sagl Oceanfront,Turkish Sword S.A. de C.V. Trout,synchronous,0.733,84,1.0,267,0.333,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fresh Limited Liability Company,Zambezi Gorge  N.V. Transport,synchronous,0.732,84,1.0,1075,0.3305,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,Sailors and Surfers Incorporated Enterprises,synchronous,0.732,84,1.0,933,0.3295,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Balkan Cat ОАО Transport,Oceanfront Oases Co Shipping,synchronous,0.732,84,1.0,2,0.3294,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
-1070,-1121,synchronous,0.73,76,0.9048,7,0.4688,,2028-05,2034-12,2028-01,2034-12,80,80,stable,stable,2028-05;2028-06;2028-07;2028-08;2028-09;2028-10
Tamil  Nautilus CJSC Consulting,Turkish Sword S.A. de C.V. Trout,synchronous,0.73,84,1.0,221,0.3246,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Family &,Daniel Ferry N.V. Transit,synchronous,0.73,84,1.0,6,0.3252,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sailors and Surfers Incorporated Enterprises,hǎi dǎn Corporation Wharf,synchronous,0.728,84,1.0,1392,0.3201,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Limited Liability Company GmbH,Tamil  Nautilus CJSC Consulting,synchronous,0.728,84,1.0,171,0.3191,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Balkan Cat ОАО Transport,Playa de Arena OJSC Express,synchronous,0.728,84,1.0,3,0.3206,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Este CJSC,hǎi dǎn Corporation Wharf,synchronous,0.727,84,1.0,1545,0.3164,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Sailors and Surfers Incorporated Enterprises,synchronous,0.727,84,1.0,738,0.3176,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Bahía del Sol Merchants Catchers,Mar de la Aventura & Incorporated Shipping,synchronous,0.726,84,1.0,20,0.3158,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Limited Liability Company GmbH,Sea Breeze Sagl Oceanfront,synchronous,0.725,84,1.0,200,0.312,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Limited Liability Company GmbH,Turkish Sword S.A. de C.V. Trout,synchronous,0.725,84,1.0,202,0.3124,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Family &,Lake Tana  & Son's,synchronous,0.725,84,1.0,8,0.3117,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Portuguese Tuna Bonito Kga Consultants,Turkish Sword S.A. de C.V. Trout,synchronous,0.724,84,1.0,209,0.3099,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,Mar del Este CJSC,synchronous,0.723,84,1.0,1013,0.3072,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Pao gan SE Seal,synchronous,0.72,84,1.0,609,0.2988,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Tana  & Son's,Perla del Mar Deep-sea,synchronous,0.72,84,1.0,3,0.3007,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
